 name, reviews, rating, fulladdr, latitude, longitude, categories, working_days, service_options
Vikand - Birreria & Gineria,175,4,Piazza della Vittoria. N.36. 26900 Lodi LO,45.3137095,9.5020314,Beer hall.Bar & grill.Cocktail bar.Espresso bar.Fast food restaurant.Hamburger restaurant.Pub,Monday:8 AM–2 AM .Tuesday:8 AM–2 AM .Wednesday:Closed .Thursday:8 AM–2 AM .Friday:8 AM–2 AM .Saturday:8 AM–2 AM .Sunday:8 AM–8 PM ,Outdoor seating & Takeaway & Dine-in & Delivery
Vikand - Birreria & Gineria,175,4,Piazza della Vittoria. N.36. 26900 Lodi LO,45.3137095,9.5020314,Beer hall.Bar & grill.Cocktail bar.Espresso bar.Fast food restaurant.Hamburger restaurant.Pub,Monday:8 AM–2 AM .Tuesday:8 AM–2 AM .Wednesday:Closed .Thursday:8 AM–2 AM .Friday:8 AM–2 AM .Saturday:8 AM–2 AM .Sunday:8 AM–8 PM ,Outdoor seating & Takeaway & Dine-in & Delivery
Vikand - Birreria & Gineria,175,4,Piazza della Vittoria. N.36. 26900 Lodi LO,45.3137095,9.5020314,Beer hall.Bar & grill.Cocktail bar.Espresso bar.Fast food restaurant.Hamburger restaurant.Pub,Monday:8 AM–2 AM .Tuesday:8 AM–2 AM .Wednesday:Closed .Thursday:8 AM–2 AM .Friday:8 AM–2 AM .Saturday:8 AM–2 AM .Sunday:8 AM–8 PM ,Outdoor seating & Takeaway & Dine-in & Delivery
Vikand - Birreria & Gineria,175,4,Piazza della Vittoria. N.36. 26900 Lodi LO,45.3137095,9.5020314,Beer hall.Bar & grill.Cocktail bar.Espresso bar.Fast food restaurant.Hamburger restaurant.Pub,Monday:8 AM–2 AM .Tuesday:8 AM–2 AM .Wednesday:Closed .Thursday:8 AM–2 AM .Friday:8 AM–2 AM .Saturday:8 AM–2 AM .Sunday:8 AM–8 PM ,Outdoor seating & Takeaway & Dine-in & Delivery
Vikand - Birreria & Gineria,175,4,Piazza della Vittoria. N.36. 26900 Lodi LO,45.3137095,9.5020314,Beer hall.Bar & grill.Cocktail bar.Espresso bar.Fast food restaurant.Hamburger restaurant.Pub,Monday:8 AM–2 AM .Tuesday:8 AM–2 AM .Wednesday:Closed .Thursday:8 AM–2 AM .Friday:8 AM–2 AM .Saturday:8 AM–2 AM .Sunday:8 AM–8 PM ,Outdoor seating & Takeaway & Dine-in & Delivery
Vikand - Birreria & Gineria,175,4,Piazza della Vittoria. N.36. 26900 Lodi LO,45.3137095,9.5020314,Beer hall.Bar & grill.Cocktail bar.Espresso bar.Fast food restaurant.Hamburger restaurant.Pub,Monday:8 AM–2 AM .Tuesday:8 AM–2 AM .Wednesday:Closed .Thursday:8 AM–2 AM .Friday:8 AM–2 AM .Saturday:8 AM–2 AM .Sunday:8 AM–8 PM ,Outdoor seating & Takeaway & Dine-in & Delivery
Vikand - Birreria & Gineria,175,4,Piazza della Vittoria. N.36. 26900 Lodi LO,45.3137095,9.5020314,Beer hall.Bar & grill.Cocktail bar.Espresso bar.Fast food restaurant.Hamburger restaurant.Pub,Monday:8 AM–2 AM .Tuesday:8 AM–2 AM .Wednesday:Closed .Thursday:8 AM–2 AM .Friday:8 AM–2 AM .Saturday:8 AM–2 AM .Sunday:8 AM–8 PM ,Outdoor seating & Takeaway & Dine-in & Delivery
Vikand - Birreria & Gineria,175,4,Piazza della Vittoria. N.36. 26900 Lodi LO,45.3137095,9.5020314,Beer hall.Bar & grill.Cocktail bar.Espresso bar.Fast food restaurant.Hamburger restaurant.Pub,Monday:8 AM–2 AM .Tuesday:8 AM–2 AM .Wednesday:Closed .Thursday:8 AM–2 AM .Friday:8 AM–2 AM .Saturday:8 AM–2 AM .Sunday:8 AM–8 PM ,Outdoor seating & Takeaway & Dine-in & Delivery
Vikand - Birreria & Gineria,175,4,Piazza della Vittoria. N.36. 26900 Lodi LO,45.3137095,9.5020314,Beer hall.Bar & grill.Cocktail bar.Espresso bar.Fast food restaurant.Hamburger restaurant.Pub,Monday:8 AM–2 AM .Tuesday:8 AM–2 AM .Wednesday:Closed .Thursday:8 AM–2 AM .Friday:8 AM–2 AM .Saturday:8 AM–2 AM .Sunday:8 AM–8 PM ,Outdoor seating & Takeaway & Dine-in & Delivery
Vikand - Birreria & Gineria,175,4,Piazza della Vittoria. N.36. 26900 Lodi LO,45.3137095,9.5020314,Beer hall.Bar & grill.Cocktail bar.Espresso bar.Fast food restaurant.Hamburger restaurant.Pub,Monday:8 AM–2 AM .Tuesday:8 AM–2 AM .Wednesday:Closed .Thursday:8 AM–2 AM .Friday:8 AM–2 AM .Saturday:8 AM–2 AM .Sunday:8 AM–8 PM ,Outdoor seating & Takeaway & Dine-in & Delivery
Vikand - Birreria & Gineria,175,4,Piazza della Vittoria. N.36. 26900 Lodi LO,45.3137095,9.5020314,Beer hall.Bar & grill.Cocktail bar.Espresso bar.Fast food restaurant.Hamburger restaurant.Pub,Monday:8 AM–2 AM .Tuesday:8 AM–2 AM .Wednesday:Closed .Thursday:8 AM–2 AM .Friday:8 AM–2 AM .Saturday:8 AM–2 AM .Sunday:8 AM–8 PM ,Outdoor seating & Takeaway & Dine-in & Delivery
Vikand - Birreria & Gineria,175,4,Piazza della Vittoria. N.36. 26900 Lodi LO,45.3137095,9.5020314,Beer hall.Bar & grill.Cocktail bar.Espresso bar.Fast food restaurant.Hamburger restaurant.Pub,Monday:8 AM–2 AM .Tuesday:8 AM–2 AM .Wednesday:Closed .Thursday:8 AM–2 AM .Friday:8 AM–2 AM .Saturday:8 AM–2 AM .Sunday:8 AM–8 PM ,Outdoor seating & Takeaway & Dine-in & Delivery
Vikand - Birreria & Gineria,175,4,Piazza della Vittoria. N.36. 26900 Lodi LO,45.3137095,9.5020314,Beer hall.Bar & grill.Cocktail bar.Espresso bar.Fast food restaurant.Hamburger restaurant.Pub,Monday:8 AM–2 AM .Tuesday:8 AM–2 AM .Wednesday:Closed .Thursday:8 AM–2 AM .Friday:8 AM–2 AM .Saturday:8 AM–2 AM .Sunday:8 AM–8 PM ,Outdoor seating & Takeaway & Dine-in & Delivery
Vikand - Birreria & Gineria,175,4,Piazza della Vittoria. N.36. 26900 Lodi LO,45.3137095,9.5020314,Beer hall.Bar & grill.Cocktail bar.Espresso bar.Fast food restaurant.Hamburger restaurant.Pub,Monday:8 AM–2 AM .Tuesday:8 AM–2 AM .Wednesday:Closed .Thursday:8 AM–2 AM .Friday:8 AM–2 AM .Saturday:8 AM–2 AM .Sunday:8 AM–8 PM ,Outdoor seating & Takeaway & Dine-in & Delivery
Vikand - Birreria & Gineria,175,4,Piazza della Vittoria. N.36. 26900 Lodi LO,45.3137095,9.5020314,Beer hall.Bar & grill.Cocktail bar.Espresso bar.Fast food restaurant.Hamburger restaurant.Pub,Monday:8 AM–2 AM .Tuesday:8 AM–2 AM .Wednesday:Closed .Thursday:8 AM–2 AM .Friday:8 AM–2 AM .Saturday:8 AM–2 AM .Sunday:8 AM–8 PM ,Outdoor seating & Takeaway & Dine-in & Delivery
Vikand - Birreria & Gineria,175,4,Piazza della Vittoria. N.36. 26900 Lodi LO,45.3137095,9.5020314,Beer hall.Bar & grill.Cocktail bar.Espresso bar.Fast food restaurant.Hamburger restaurant.Pub,Monday:8 AM–2 AM .Tuesday:8 AM–2 AM .Wednesday:Closed .Thursday:8 AM–2 AM .Friday:8 AM–2 AM .Saturday:8 AM–2 AM .Sunday:8 AM–8 PM ,Outdoor seating & Takeaway & Dine-in & Delivery
Pizzeria Armandino,211,4,Via Marsala. 94. 26900 Lodi LO,45.3104149,9.5048923,Pizza restaurant.Italian restaurant,Monday:12–2:30 PM & 6–11:30 PM .Tuesday:Closed .Wednesday:12–2:30 PM & 6–11:30 PM .Thursday:12–2:30 PM & 6–11:30 PM .Friday:12–2:30 PM & 6–11:30 PM .Saturday:12–2:30 PM & 6–11:30 PM .Sunday:12–2:30 PM & 6–11:30 PM ,Takeaway & Dine-in
Pizzeria Armandino,211,4,Via Marsala. 94. 26900 Lodi LO,45.3104149,9.5048923,Pizza restaurant.Italian restaurant,Monday:12–2:30 PM & 6–11:30 PM .Tuesday:Closed .Wednesday:12–2:30 PM & 6–11:30 PM .Thursday:12–2:30 PM & 6–11:30 PM .Friday:12–2:30 PM & 6–11:30 PM .Saturday:12–2:30 PM & 6–11:30 PM .Sunday:12–2:30 PM & 6–11:30 PM ,Takeaway & Dine-in
Pizzeria Armandino,211,4,Via Marsala. 94. 26900 Lodi LO,45.3104149,9.5048923,Pizza restaurant.Italian restaurant,Monday:12–2:30 PM & 6–11:30 PM .Tuesday:Closed .Wednesday:12–2:30 PM & 6–11:30 PM .Thursday:12–2:30 PM & 6–11:30 PM .Friday:12–2:30 PM & 6–11:30 PM .Saturday:12–2:30 PM & 6–11:30 PM .Sunday:12–2:30 PM & 6–11:30 PM ,Takeaway & Dine-in
Pizzeria Armandino,211,4,Via Marsala. 94. 26900 Lodi LO,45.3104149,9.5048923,Pizza restaurant.Italian restaurant,Monday:12–2:30 PM & 6–11:30 PM .Tuesday:Closed .Wednesday:12–2:30 PM & 6–11:30 PM .Thursday:12–2:30 PM & 6–11:30 PM .Friday:12–2:30 PM & 6–11:30 PM .Saturday:12–2:30 PM & 6–11:30 PM .Sunday:12–2:30 PM & 6–11:30 PM ,Takeaway & Dine-in
Pizzeria Armandino,211,4,Via Marsala. 94. 26900 Lodi LO,45.3104149,9.5048923,Pizza restaurant.Italian restaurant,Monday:12–2:30 PM & 6–11:30 PM .Tuesday:Closed .Wednesday:12–2:30 PM & 6–11:30 PM .Thursday:12–2:30 PM & 6–11:30 PM .Friday:12–2:30 PM & 6–11:30 PM .Saturday:12–2:30 PM & 6–11:30 PM .Sunday:12–2:30 PM & 6–11:30 PM ,Takeaway & Dine-in
Pizzeria Armandino,211,4,Via Marsala. 94. 26900 Lodi LO,45.3104149,9.5048923,Pizza restaurant.Italian restaurant,Monday:12–2:30 PM & 6–11:30 PM .Tuesday:Closed .Wednesday:12–2:30 PM & 6–11:30 PM .Thursday:12–2:30 PM & 6–11:30 PM .Friday:12–2:30 PM & 6–11:30 PM .Saturday:12–2:30 PM & 6–11:30 PM .Sunday:12–2:30 PM & 6–11:30 PM ,Takeaway & Dine-in
Pizzeria Armandino,211,4,Via Marsala. 94. 26900 Lodi LO,45.3104149,9.5048923,Pizza restaurant.Italian restaurant,Monday:12–2:30 PM & 6–11:30 PM .Tuesday:Closed .Wednesday:12–2:30 PM & 6–11:30 PM .Thursday:12–2:30 PM & 6–11:30 PM .Friday:12–2:30 PM & 6–11:30 PM .Saturday:12–2:30 PM & 6–11:30 PM .Sunday:12–2:30 PM & 6–11:30 PM ,Takeaway & Dine-in
Pizzeria Armandino,211,4,Via Marsala. 94. 26900 Lodi LO,45.3104149,9.5048923,Pizza restaurant.Italian restaurant,Monday:12–2:30 PM & 6–11:30 PM .Tuesday:Closed .Wednesday:12–2:30 PM & 6–11:30 PM .Thursday:12–2:30 PM & 6–11:30 PM .Friday:12–2:30 PM & 6–11:30 PM .Saturday:12–2:30 PM & 6–11:30 PM .Sunday:12–2:30 PM & 6–11:30 PM ,Takeaway & Dine-in
Pizzeria Armandino,211,4,Via Marsala. 94. 26900 Lodi LO,45.3104149,9.5048923,Pizza restaurant.Italian restaurant,Monday:12–2:30 PM & 6–11:30 PM .Tuesday:Closed .Wednesday:12–2:30 PM & 6–11:30 PM .Thursday:12–2:30 PM & 6–11:30 PM .Friday:12–2:30 PM & 6–11:30 PM .Saturday:12–2:30 PM & 6–11:30 PM .Sunday:12–2:30 PM & 6–11:30 PM ,Takeaway & Dine-in
Pizzeria Armandino,211,4,Via Marsala. 94. 26900 Lodi LO,45.3104149,9.5048923,Pizza restaurant.Italian restaurant,Monday:12–2:30 PM & 6–11:30 PM .Tuesday:Closed .Wednesday:12–2:30 PM & 6–11:30 PM .Thursday:12–2:30 PM & 6–11:30 PM .Friday:12–2:30 PM & 6–11:30 PM .Saturday:12–2:30 PM & 6–11:30 PM .Sunday:12–2:30 PM & 6–11:30 PM ,Takeaway & Dine-in
Pizzeria Armandino,211,4,Via Marsala. 94. 26900 Lodi LO,45.3104149,9.5048923,Pizza restaurant.Italian restaurant,Monday:12–2:30 PM & 6–11:30 PM .Tuesday:Closed .Wednesday:12–2:30 PM & 6–11:30 PM .Thursday:12–2:30 PM & 6–11:30 PM .Friday:12–2:30 PM & 6–11:30 PM .Saturday:12–2:30 PM & 6–11:30 PM .Sunday:12–2:30 PM & 6–11:30 PM ,Takeaway & Dine-in
Pizzeria Armandino,211,4,Via Marsala. 94. 26900 Lodi LO,45.3104149,9.5048923,Pizza restaurant.Italian restaurant,Monday:12–2:30 PM & 6–11:30 PM .Tuesday:Closed .Wednesday:12–2:30 PM & 6–11:30 PM .Thursday:12–2:30 PM & 6–11:30 PM .Friday:12–2:30 PM & 6–11:30 PM .Saturday:12–2:30 PM & 6–11:30 PM .Sunday:12–2:30 PM & 6–11:30 PM ,Takeaway & Dine-in
Pizzeria Armandino,211,4,Via Marsala. 94. 26900 Lodi LO,45.3104149,9.5048923,Pizza restaurant.Italian restaurant,Monday:12–2:30 PM & 6–11:30 PM .Tuesday:Closed .Wednesday:12–2:30 PM & 6–11:30 PM .Thursday:12–2:30 PM & 6–11:30 PM .Friday:12–2:30 PM & 6–11:30 PM .Saturday:12–2:30 PM & 6–11:30 PM .Sunday:12–2:30 PM & 6–11:30 PM ,Takeaway & Dine-in
Pizzeria Armandino,211,4,Via Marsala. 94. 26900 Lodi LO,45.3104149,9.5048923,Pizza restaurant.Italian restaurant,Monday:12–2:30 PM & 6–11:30 PM .Tuesday:Closed .Wednesday:12–2:30 PM & 6–11:30 PM .Thursday:12–2:30 PM & 6–11:30 PM .Friday:12–2:30 PM & 6–11:30 PM .Saturday:12–2:30 PM & 6–11:30 PM .Sunday:12–2:30 PM & 6–11:30 PM ,Takeaway & Dine-in
Pizzeria Armandino,211,4,Via Marsala. 94. 26900 Lodi LO,45.3104149,9.5048923,Pizza restaurant.Italian restaurant,Monday:12–2:30 PM & 6–11:30 PM .Tuesday:Closed .Wednesday:12–2:30 PM & 6–11:30 PM .Thursday:12–2:30 PM & 6–11:30 PM .Friday:12–2:30 PM & 6–11:30 PM .Saturday:12–2:30 PM & 6–11:30 PM .Sunday:12–2:30 PM & 6–11:30 PM ,Takeaway & Dine-in
Pizzeria Armandino,211,4,Via Marsala. 94. 26900 Lodi LO,45.3104149,9.5048923,Pizza restaurant.Italian restaurant,Monday:12–2:30 PM & 6–11:30 PM .Tuesday:Closed .Wednesday:12–2:30 PM & 6–11:30 PM .Thursday:12–2:30 PM & 6–11:30 PM .Friday:12–2:30 PM & 6–11:30 PM .Saturday:12–2:30 PM & 6–11:30 PM .Sunday:12–2:30 PM & 6–11:30 PM ,Takeaway & Dine-in
Pizzeria Armandino,211,4,Via Marsala. 94. 26900 Lodi LO,45.3104149,9.5048923,Pizza restaurant.Italian restaurant,Monday:12–2:30 PM & 6–11:30 PM .Tuesday:Closed .Wednesday:12–2:30 PM & 6–11:30 PM .Thursday:12–2:30 PM & 6–11:30 PM .Friday:12–2:30 PM & 6–11:30 PM .Saturday:12–2:30 PM & 6–11:30 PM .Sunday:12–2:30 PM & 6–11:30 PM ,Takeaway & Dine-in
Pizzeria Armandino,211,4,Via Marsala. 94. 26900 Lodi LO,45.3104149,9.5048923,Pizza restaurant.Italian restaurant,Monday:12–2:30 PM & 6–11:30 PM .Tuesday:Closed .Wednesday:12–2:30 PM & 6–11:30 PM .Thursday:12–2:30 PM & 6–11:30 PM .Friday:12–2:30 PM & 6–11:30 PM .Saturday:12–2:30 PM & 6–11:30 PM .Sunday:12–2:30 PM & 6–11:30 PM ,Takeaway & Dine-in
Pizzeria Armandino,211,4,Via Marsala. 94. 26900 Lodi LO,45.3104149,9.5048923,Pizza restaurant.Italian restaurant,Monday:12–2:30 PM & 6–11:30 PM .Tuesday:Closed .Wednesday:12–2:30 PM & 6–11:30 PM .Thursday:12–2:30 PM & 6–11:30 PM .Friday:12–2:30 PM & 6–11:30 PM .Saturday:12–2:30 PM & 6–11:30 PM .Sunday:12–2:30 PM & 6–11:30 PM ,Takeaway & Dine-in
Pizzeria Armandino,211,4,Via Marsala. 94. 26900 Lodi LO,45.3104149,9.5048923,Pizza restaurant.Italian restaurant,Monday:12–2:30 PM & 6–11:30 PM .Tuesday:Closed .Wednesday:12–2:30 PM & 6–11:30 PM .Thursday:12–2:30 PM & 6–11:30 PM .Friday:12–2:30 PM & 6–11:30 PM .Saturday:12–2:30 PM & 6–11:30 PM .Sunday:12–2:30 PM & 6–11:30 PM ,Takeaway & Dine-in
Pizzeria Armandino,211,4,Via Marsala. 94. 26900 Lodi LO,45.3104149,9.5048923,Pizza restaurant.Italian restaurant,Monday:12–2:30 PM & 6–11:30 PM .Tuesday:Closed .Wednesday:12–2:30 PM & 6–11:30 PM .Thursday:12–2:30 PM & 6–11:30 PM .Friday:12–2:30 PM & 6–11:30 PM .Saturday:12–2:30 PM & 6–11:30 PM .Sunday:12–2:30 PM & 6–11:30 PM ,Takeaway & Dine-in
Desigual Cafè & Restaurant,233,4,Via Codognino. 26854 Cornegliano Laudense LO,45.2892135,9.4730847,Pizza restaurant.Restaurant,Monday:12–3 PM & 7:30 PM–12 AM .Tuesday:12–3 PM & 7:30 PM–12 AM .Wednesday:12–3 PM & 7:30 PM–12 AM .Thursday:12–3 PM & 7:30 PM–12 AM .Friday:12–3 PM & 7:30 PM–1 AM .Saturday:12–3 PM & 7:30 PM–1 AM .Sunday:12–3 PM & 6:30 PM–12 AM ,Outdoor seating & Takeaway & Dine-in & Delivery
Desigual Cafè & Restaurant,233,4,Via Codognino. 26854 Cornegliano Laudense LO,45.2892135,9.4730847,Pizza restaurant.Restaurant,Monday:12–3 PM & 7:30 PM–12 AM .Tuesday:12–3 PM & 7:30 PM–12 AM .Wednesday:12–3 PM & 7:30 PM–12 AM .Thursday:12–3 PM & 7:30 PM–12 AM .Friday:12–3 PM & 7:30 PM–1 AM .Saturday:12–3 PM & 7:30 PM–1 AM .Sunday:12–3 PM & 6:30 PM–12 AM ,Outdoor seating & Takeaway & Dine-in & Delivery
Osteria del Capanno,273,4,Via Castelfidardo. 17. 26900 Lodi LO,45.3110747,9.5021042,Restaurant.Italian restaurant.Seafood restaurant,Monday:Closed .Tuesday:12–2:30 PM & 7:30–10:30 PM .Wednesday:12–2:30 PM & 7:30–10:30 PM .Thursday:12–2:30 PM & 7:30–10:30 PM .Friday:12–2:30 PM & 7:30–10:30 PM .Saturday:12:30–2:30 PM & 7:30–10:30 PM .Sunday:12:30–2:30 PM ,Outdoor seating & Dine-in & Delivery
Osteria del Capanno,273,4,Via Castelfidardo. 17. 26900 Lodi LO,45.3110747,9.5021042,Restaurant.Italian restaurant.Seafood restaurant,Monday:Closed .Tuesday:12–2:30 PM & 7:30–10:30 PM .Wednesday:12–2:30 PM & 7:30–10:30 PM .Thursday:12–2:30 PM & 7:30–10:30 PM .Friday:12–2:30 PM & 7:30–10:30 PM .Saturday:12:30–2:30 PM & 7:30–10:30 PM .Sunday:12:30–2:30 PM ,Outdoor seating & Dine-in & Delivery
Osteria del Capanno,273,4,Via Castelfidardo. 17. 26900 Lodi LO,45.3110747,9.5021042,Restaurant.Italian restaurant.Seafood restaurant,Monday:Closed .Tuesday:12–2:30 PM & 7:30–10:30 PM .Wednesday:12–2:30 PM & 7:30–10:30 PM .Thursday:12–2:30 PM & 7:30–10:30 PM .Friday:12–2:30 PM & 7:30–10:30 PM .Saturday:12:30–2:30 PM & 7:30–10:30 PM .Sunday:12:30–2:30 PM ,Outdoor seating & Dine-in & Delivery
Osteria del Capanno,273,4,Via Castelfidardo. 17. 26900 Lodi LO,45.3110747,9.5021042,Restaurant.Italian restaurant.Seafood restaurant,Monday:Closed .Tuesday:12–2:30 PM & 7:30–10:30 PM .Wednesday:12–2:30 PM & 7:30–10:30 PM .Thursday:12–2:30 PM & 7:30–10:30 PM .Friday:12–2:30 PM & 7:30–10:30 PM .Saturday:12:30–2:30 PM & 7:30–10:30 PM .Sunday:12:30–2:30 PM ,Outdoor seating & Dine-in & Delivery
Osteria del Capanno,273,4,Via Castelfidardo. 17. 26900 Lodi LO,45.3110747,9.5021042,Restaurant.Italian restaurant.Seafood restaurant,Monday:Closed .Tuesday:12–2:30 PM & 7:30–10:30 PM .Wednesday:12–2:30 PM & 7:30–10:30 PM .Thursday:12–2:30 PM & 7:30–10:30 PM .Friday:12–2:30 PM & 7:30–10:30 PM .Saturday:12:30–2:30 PM & 7:30–10:30 PM .Sunday:12:30–2:30 PM ,Outdoor seating & Dine-in & Delivery
Osteria del Capanno,273,4,Via Castelfidardo. 17. 26900 Lodi LO,45.3110747,9.5021042,Restaurant.Italian restaurant.Seafood restaurant,Monday:Closed .Tuesday:12–2:30 PM & 7:30–10:30 PM .Wednesday:12–2:30 PM & 7:30–10:30 PM .Thursday:12–2:30 PM & 7:30–10:30 PM .Friday:12–2:30 PM & 7:30–10:30 PM .Saturday:12:30–2:30 PM & 7:30–10:30 PM .Sunday:12:30–2:30 PM ,Outdoor seating & Dine-in & Delivery
Osteria del Capanno,273,4,Via Castelfidardo. 17. 26900 Lodi LO,45.3110747,9.5021042,Restaurant.Italian restaurant.Seafood restaurant,Monday:Closed .Tuesday:12–2:30 PM & 7:30–10:30 PM .Wednesday:12–2:30 PM & 7:30–10:30 PM .Thursday:12–2:30 PM & 7:30–10:30 PM .Friday:12–2:30 PM & 7:30–10:30 PM .Saturday:12:30–2:30 PM & 7:30–10:30 PM .Sunday:12:30–2:30 PM ,Outdoor seating & Dine-in & Delivery
Osteria del Capanno,273,4,Via Castelfidardo. 17. 26900 Lodi LO,45.3110747,9.5021042,Restaurant.Italian restaurant.Seafood restaurant,Monday:Closed .Tuesday:12–2:30 PM & 7:30–10:30 PM .Wednesday:12–2:30 PM & 7:30–10:30 PM .Thursday:12–2:30 PM & 7:30–10:30 PM .Friday:12–2:30 PM & 7:30–10:30 PM .Saturday:12:30–2:30 PM & 7:30–10:30 PM .Sunday:12:30–2:30 PM ,Outdoor seating & Dine-in & Delivery
Osteria del Capanno,273,4,Via Castelfidardo. 17. 26900 Lodi LO,45.3110747,9.5021042,Restaurant.Italian restaurant.Seafood restaurant,Monday:Closed .Tuesday:12–2:30 PM & 7:30–10:30 PM .Wednesday:12–2:30 PM & 7:30–10:30 PM .Thursday:12–2:30 PM & 7:30–10:30 PM .Friday:12–2:30 PM & 7:30–10:30 PM .Saturday:12:30–2:30 PM & 7:30–10:30 PM .Sunday:12:30–2:30 PM ,Outdoor seating & Dine-in & Delivery
Osteria del Capanno,273,4,Via Castelfidardo. 17. 26900 Lodi LO,45.3110747,9.5021042,Restaurant.Italian restaurant.Seafood restaurant,Monday:Closed .Tuesday:12–2:30 PM & 7:30–10:30 PM .Wednesday:12–2:30 PM & 7:30–10:30 PM .Thursday:12–2:30 PM & 7:30–10:30 PM .Friday:12–2:30 PM & 7:30–10:30 PM .Saturday:12:30–2:30 PM & 7:30–10:30 PM .Sunday:12:30–2:30 PM ,Outdoor seating & Dine-in & Delivery
Osteria del Capanno,273,4,Via Castelfidardo. 17. 26900 Lodi LO,45.3110747,9.5021042,Restaurant.Italian restaurant.Seafood restaurant,Monday:Closed .Tuesday:12–2:30 PM & 7:30–10:30 PM .Wednesday:12–2:30 PM & 7:30–10:30 PM .Thursday:12–2:30 PM & 7:30–10:30 PM .Friday:12–2:30 PM & 7:30–10:30 PM .Saturday:12:30–2:30 PM & 7:30–10:30 PM .Sunday:12:30–2:30 PM ,Outdoor seating & Dine-in & Delivery
Osteria del Capanno,273,4,Via Castelfidardo. 17. 26900 Lodi LO,45.3110747,9.5021042,Restaurant.Italian restaurant.Seafood restaurant,Monday:Closed .Tuesday:12–2:30 PM & 7:30–10:30 PM .Wednesday:12–2:30 PM & 7:30–10:30 PM .Thursday:12–2:30 PM & 7:30–10:30 PM .Friday:12–2:30 PM & 7:30–10:30 PM .Saturday:12:30–2:30 PM & 7:30–10:30 PM .Sunday:12:30–2:30 PM ,Outdoor seating & Dine-in & Delivery
Osteria del Capanno,273,4,Via Castelfidardo. 17. 26900 Lodi LO,45.3110747,9.5021042,Restaurant.Italian restaurant.Seafood restaurant,Monday:Closed .Tuesday:12–2:30 PM & 7:30–10:30 PM .Wednesday:12–2:30 PM & 7:30–10:30 PM .Thursday:12–2:30 PM & 7:30–10:30 PM .Friday:12–2:30 PM & 7:30–10:30 PM .Saturday:12:30–2:30 PM & 7:30–10:30 PM .Sunday:12:30–2:30 PM ,Outdoor seating & Dine-in & Delivery
Osteria del Capanno,273,4,Via Castelfidardo. 17. 26900 Lodi LO,45.3110747,9.5021042,Restaurant.Italian restaurant.Seafood restaurant,Monday:Closed .Tuesday:12–2:30 PM & 7:30–10:30 PM .Wednesday:12–2:30 PM & 7:30–10:30 PM .Thursday:12–2:30 PM & 7:30–10:30 PM .Friday:12–2:30 PM & 7:30–10:30 PM .Saturday:12:30–2:30 PM & 7:30–10:30 PM .Sunday:12:30–2:30 PM ,Outdoor seating & Dine-in & Delivery
Osteria del Capanno,273,4,Via Castelfidardo. 17. 26900 Lodi LO,45.3110747,9.5021042,Restaurant.Italian restaurant.Seafood restaurant,Monday:Closed .Tuesday:12–2:30 PM & 7:30–10:30 PM .Wednesday:12–2:30 PM & 7:30–10:30 PM .Thursday:12–2:30 PM & 7:30–10:30 PM .Friday:12–2:30 PM & 7:30–10:30 PM .Saturday:12:30–2:30 PM & 7:30–10:30 PM .Sunday:12:30–2:30 PM ,Outdoor seating & Dine-in & Delivery
Osteria del Capanno,273,4,Via Castelfidardo. 17. 26900 Lodi LO,45.3110747,9.5021042,Restaurant.Italian restaurant.Seafood restaurant,Monday:Closed .Tuesday:12–2:30 PM & 7:30–10:30 PM .Wednesday:12–2:30 PM & 7:30–10:30 PM .Thursday:12–2:30 PM & 7:30–10:30 PM .Friday:12–2:30 PM & 7:30–10:30 PM .Saturday:12:30–2:30 PM & 7:30–10:30 PM .Sunday:12:30–2:30 PM ,Outdoor seating & Dine-in & Delivery
Osteria del Capanno,273,4,Via Castelfidardo. 17. 26900 Lodi LO,45.3110747,9.5021042,Restaurant.Italian restaurant.Seafood restaurant,Monday:Closed .Tuesday:12–2:30 PM & 7:30–10:30 PM .Wednesday:12–2:30 PM & 7:30–10:30 PM .Thursday:12–2:30 PM & 7:30–10:30 PM .Friday:12–2:30 PM & 7:30–10:30 PM .Saturday:12:30–2:30 PM & 7:30–10:30 PM .Sunday:12:30–2:30 PM ,Outdoor seating & Dine-in & Delivery
Osteria del Capanno,273,4,Via Castelfidardo. 17. 26900 Lodi LO,45.3110747,9.5021042,Restaurant.Italian restaurant.Seafood restaurant,Monday:Closed .Tuesday:12–2:30 PM & 7:30–10:30 PM .Wednesday:12–2:30 PM & 7:30–10:30 PM .Thursday:12–2:30 PM & 7:30–10:30 PM .Friday:12–2:30 PM & 7:30–10:30 PM .Saturday:12:30–2:30 PM & 7:30–10:30 PM .Sunday:12:30–2:30 PM ,Outdoor seating & Dine-in & Delivery
Biffino Bistrot,278,4,Corso Roma. 163. 26900 Lodi LO,45.3102448,9.5064245,Bar.Agricultural production.Deli,Monday:5:45 AM–7:30 PM .Tuesday:5:45 AM–7:30 PM .Wednesday:5:45 AM–7:30 PM .Thursday:5:45 AM–7:30 PM .Friday:5:45 AM–7:30 PM .Saturday:5:45 AM–7:30 PM .Sunday:6:45 AM–12:30 PM ,Takeaway & Dine-in & Delivery
